transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost
2169,13,2578,2017-09-08,False,Approved,Solex,Standard,medium,medium,"1577,53","826,51"
2170,68,3410,2017-04-19,True,Approved,OHM Cycles,Standard,medium,medium,"1636,9","44,71"
2171,3,569,2017-05-11,False,Approved,Trek Bicycles,Standard,medium,large,"2091,47","388,92"
2172,80,467,2017-02-07,True,Approved,OHM Cycles,Touring,low,medium,"1073,07","933,84"
2173,61,1820,2017-06-21,False,Approved,OHM Cycles,Standard,low,medium,"71,16","56,93"
2174,39,2475,2017-05-11,False,Approved,Giant Bicycles,Standard,medium,large,"1812,75","582,48"
2175,20,3436,2017-01-31,True,Approved,Trek Bicycles,Standard,medium,small,"1775,81","1580,47"
2176,77,1492,2017-07-27,False,Approved,Norco Bicycles,Road,medium,large,"1240,31","795,10"
2177,35,1570,2017-09-19,False,Approved,Trek Bicycles,Standard,low,medium,"1057,51","154,40"
2178,11,2900,2017-10-10,True,Approved,Giant Bicycles,Standard,high,medium,"1274,93","764,96"
2179,12,1490,2017-03-24,False,Approved,WeareA2B,Standard,medium,medium,"1231,15","161,60"
2180,43,3387,2017-09-28,True,Approved,Solex,Standard,medium,medium,"1151,96","649,49"
2181,29,1347,2017-02-27,False,Approved,Norco Bicycles,Road,medium,medium,"543,39","407,54"
2182,86,1753,2017-06-02,False,Approved,Norco Bicycles,Road,high,large,"774,53","464,72"
2183,33,2340,2017-10-18,False,Approved,Giant Bicycles,Standard,medium,small,"1311,44","1167,18"
2184,15,2222,2017-01-16,False,Approved,Norco Bicycles,Standard,low,medium,"958,74","748,90"
2185,0,3013,2017-08-21,False,Approved,Trek Bicycles,Road,medium,medium,"290,62","215,14"
2186,0,2955,2017-12-11,True,Approved,Solex,Standard,medium,medium,"100,35","75,26"
2187,0,1568,2017-03-14,True,Approved,,,,,"1348,41",
2188,16,2756,2017-02-08,True,Approved,Norco Bicycles,Standard,high,small,"1661,92","1479,11"
2189,31,1670,2017-07-06,False,Approved,Giant Bicycles,Standard,medium,medium,"230,91","173,18"
2190,84,2732,2017-12-14,True,Approved,Trek Bicycles,Road,medium,medium,"290,62","215,14"
2191,3,2857,2017-02-10,True,Approved,Trek Bicycles,Standard,medium,large,"2091,47","388,92"
2192,2,3469,2017-11-22,True,Approved,Solex,Standard,medium,medium,"71,49","53,62"
2193,6,742,2017-08-08,True,Approved,OHM Cycles,Standard,high,medium,"227,88","136,73"
2194,11,1049,2017-11-28,False,Approved,Giant Bicycles,Standard,high,medium,"1274,93","764,96"
2195,2,471,2017-11-12,True,Approved,Solex,Standard,medium,medium,"71,49","53,62"
2196,97,905,2017-01-21,True,Approved,Solex,Standard,medium,large,"202,62","151,96"
2197,90,2763,2017-01-12,True,Approved,Norco Bicycles,Standard,low,medium,"363,01","290,41"
2198,38,2768,2017-11-06,True,Approved,Solex,Standard,medium,medium,"1577,53","826,51"
2199,0,936,2017-02-11,True,Approved,OHM Cycles,Standard,medium,medium,"183,86","137,90"
2200,67,2216,2017-10-17,True,Approved,Solex,Standard,medium,large,"1071,23","380,74"
2201,85,3016,2017-09-14,True,Approved,WeareA2B,Standard,medium,medium,"1228,07","400,91"
2202,33,1725,2017-06-27,True,Approved,OHM Cycles,Road,medium,small,1810,"1610,90"
2203,36,2703,2017-11-13,True,Approved,Solex,Standard,low,medium,"945,04","507,58"
2204,19,985,2017-10-26,False,Approved,Trek Bicycles,Mountain,low,medium,"574,64","459,71"
2205,23,1795,2017-06-01,True,Approved,Norco Bicycles,Mountain,low,small,"688,63","612,88"
2206,2,251,2017-10-14,True,Approved,Solex,Standard,medium,medium,"71,49","53,62"
2207,75,2768,2017-05-14,False,Approved,Giant Bicycles,Touring,medium,large,"1873,97","863,95"
2208,58,1535,2017-06-16,True,Approved,OHM Cycles,Standard,medium,medium,"912,52","141,40"
2209,77,2379,2017-08-07,True,Approved,Norco Bicycles,Road,medium,large,"1240,31","795,10"
2210,14,1643,2017-07-06,False,Approved,Trek Bicycles,Standard,medium,small,"1386,84","1234,29"
2211,9,2107,2017-08-10,True,Approved,OHM Cycles,Road,medium,medium,"742,54","667,40"
2212,85,1076,2017-10-11,True,Approved,WeareA2B,Standard,medium,medium,"752,64","205,36"
2213,90,1913,2017-04-13,True,Approved,Norco Bicycles,Standard,low,medium,"363,01","290,41"
2214,15,934,2017-07-21,,Approved,Norco Bicycles,Standard,low,medium,"958,74","748,90"
2215,22,876,2017-12-14,False,Approved,Solex,Standard,medium,medium,"575,27","431,45"
2216,63,738,2017-07-29,True,Approved,Solex,Standard,medium,medium,"1483,2","99,59"
2217,27,292,2017-10-06,False,Approved,Trek Bicycles,Standard,medium,medium,"499,53","388,72"
2218,36,220,2017-01-15,False,Approved,Solex,Standard,low,medium,"1289,85","74,51"
2219,75,669,2017-09-07,False,Approved,Giant Bicycles,Touring,medium,large,"1873,97","863,95"
2220,1,1460,2017-06-24,False,Approved,Giant Bicycles,Touring,medium,large,"1873,97","863,95"
2221,45,2864,2017-09-11,False,Approved,Solex,Standard,medium,medium,"441,49","84,99"
2222,28,2836,2017-04-07,False,Approved,Norco Bicycles,Standard,medium,small,"1216,14","1082,36"
2223,19,1067,2017-01-22,True,Approved,OHM Cycles,Road,high,large,"12,01","7,21"
2224,50,333,2017-01-12,True,Approved,WeareA2B,Standard,medium,small,"175,89","131,92"
2225,35,3490,2017-07-02,True,Approved,Giant Bicycles,Standard,medium,medium,"1403,5","954,82"
2226,50,3132,2017-07-05,True,Approved,WeareA2B,Standard,medium,small,"175,89","131,92"
2227,35,2170,2017-10-13,False,Approved,Trek Bicycles,Standard,low,medium,"1057,51","154,40"
2228,25,2952,2017-02-17,True,Approved,OHM Cycles,Standard,high,medium,"2005,66","1203,40"
2229,64,1051,2017-03-22,True,Approved,Giant Bicycles,Standard,high,small,"1977,36","1759,85"
2230,99,1311,2017-11-13,True,Approved,OHM Cycles,Standard,medium,medium,"1227,34","770,89"
2231,30,2563,2017-02-26,False,Approved,Solex,Standard,high,medium,"748,17","448,90"
2232,39,331,2017-07-15,False,Approved,Giant Bicycles,Standard,medium,large,"1812,75","582,48"
2233,0,2073,2017-02-23,False,Approved,Giant Bicycles,Standard,medium,medium,"230,91","173,18"
2234,54,2201,2017-11-30,False,Approved,WeareA2B,Standard,medium,medium,"1292,84","13,44"
2235,62,2064,2017-03-09,False,Approved,Solex,Standard,medium,medium,"478,16","298,72"
2236,80,2266,2017-01-06,True,Approved,Trek Bicycles,Standard,medium,large,"1469,44","596,55"
2237,67,479,2017-02-19,False,Approved,Norco Bicycles,Road,medium,medium,"544,05","376,84"
2238,63,3304,2017-04-14,False,Approved,Solex,Standard,medium,medium,"1483,2","99,59"
2239,0,3326,2017-04-30,True,Approved,WeareA2B,Standard,medium,medium,"60,34","45,26"
2240,100,1203,2017-12-23,True,Approved,Norco Bicycles,Road,medium,medium,"1036,59","206,35"
2241,12,158,2017-02-11,True,Approved,WeareA2B,Standard,medium,medium,"1231,15","161,60"
2242,55,2935,2017-01-24,False,Approved,Trek Bicycles,Road,medium,large,"1894,19","598,76"
2243,38,1460,2017-06-08,False,Approved,Trek Bicycles,Standard,medium,large,"2091,47","388,92"
2244,32,2347,2017-04-22,False,Approved,Giant Bicycles,Standard,high,medium,1179,"707,40"
2245,41,686,2017-09-11,False,Approved,Norco Bicycles,Standard,low,medium,"958,74","748,90"
2246,47,524,2017-05-31,True,Approved,Trek Bicycles,Road,low,small,"1720,7","1531,42"
2247,73,227,2017-12-04,False,Approved,Solex,Standard,medium,medium,"1945,43","333,18"
2248,0,296,2017-12-22,False,Approved,Norco Bicycles,Standard,low,medium,"363,01","290,41"
2249,63,2029,2017-02-26,True,Approved,Solex,Standard,medium,medium,"1483,2","99,59"
2250,34,5,2017-08-16,False,Approved,Norco Bicycles,Road,high,large,"774,53","464,72"
2251,35,877,2017-04-06,False,Approved,Trek Bicycles,Standard,low,medium,"1057,51","154,40"
2252,79,2138,2017-02-09,True,Approved,Solex,Touring,medium,large,"2083,94","675,03"
2253,0,2443,2017-12-18,False,Approved,Solex,Standard,medium,medium,"100,35","75,26"
2254,45,1653,2017-02-15,True,Approved,Solex,Standard,medium,medium,"441,49","84,99"
2255,33,2640,2017-10-24,False,Approved,Giant Bicycles,Standard,medium,small,"1311,44","1167,18"
2256,42,734,2017-10-02,False,Approved,OHM Cycles,Road,medium,small,1810,"1610,90"
2257,31,2908,2017-12-29,True,Approved,Giant Bicycles,Standard,medium,medium,"230,91","173,18"
2258,33,704,2017-07-31,False,Approved,Giant Bicycles,Standard,medium,small,"1311,44","1167,18"
2259,91,3409,2017-08-25,False,Approved,Solex,Standard,medium,medium,"100,35","75,26"
2260,26,1735,2017-02-05,True,Approved,WeareA2B,Standard,medium,medium,"1992,93","762,63"
2261,1,2,2017-05-04,True,Approved,Giant Bicycles,Standard,medium,medium,"1403,5","954,82"
2262,54,2272,2017-09-17,True,Approved,WeareA2B,Standard,medium,medium,"1292,84","13,44"
2263,34,361,2017-04-14,True,Approved,Norco Bicycles,Road,high,large,"774,53","464,72"
2264,82,1936,2017-02-28,True,Approved,Norco Bicycles,Standard,high,medium,"1148,64","689,18"
2265,95,834,2017-09-28,False,Approved,Giant Bicycles,Standard,medium,large,"569,56","528,43"
2266,91,2732,2017-11-20,False,Approved,Solex,Standard,medium,medium,"100,35","75,26"
2267,90,738,2017-02-02,False,Approved,Norco Bicycles,Standard,low,medium,"363,01","290,41"
2268,49,3010,2017-07-31,False,Approved,Trek Bicycles,Road,medium,medium,"533,51","400,13"
2269,98,1813,2017-04-29,False,Approved,Trek Bicycles,Standard,high,medium,"358,39","215,03"
2270,68,605,2017-10-17,False,Approved,OHM Cycles,Standard,medium,medium,"1636,9","44,71"
2271,0,1674,2017-11-12,True,Approved,Giant Bicycles,Standard,medium,large,"569,56","528,43"
2272,44,2762,2017-08-07,True,Approved,WeareA2B,Standard,medium,medium,"1769,64","108,76"
2273,92,2508,2017-05-01,False,Approved,WeareA2B,Standard,medium,small,"1415,01","1259,36"
2274,1,1513,2017-03-20,True,Approved,Giant Bicycles,Standard,medium,medium,"1403,5","954,82"
2275,3,92,2017-11-26,False,Approved,Trek Bicycles,Standard,medium,large,"2091,47","388,92"
2276,22,2843,2017-01-01,False,Approved,WeareA2B,Standard,medium,medium,"60,34","45,26"
2277,54,2778,2017-04-02,True,Approved,WeareA2B,Standard,medium,medium,"1292,84","13,44"
2278,5,2072,2017-07-23,True,Approved,Trek Bicycles,Mountain,low,medium,"574,64","459,71"
2279,69,2348,2017-04-26,False,Approved,Giant Bicycles,Road,medium,medium,"792,9","594,68"
2280,37,2652,2017-12-07,False,Approved,OHM Cycles,Standard,low,medium,"1793,43","248,82"
2281,39,1881,2017-04-25,False,Approved,Giant Bicycles,Standard,medium,large,"1812,75","582,48"
2282,2,2968,2017-01-10,True,Approved,Giant Bicycles,Road,low,small,"590,26","525,33"
2283,56,2844,2017-02-21,False,Approved,OHM Cycles,Standard,medium,medium,"183,86","137,90"
2284,71,1418,2017-04-21,,Approved,Solex,Standard,high,large,"1842,92","1105,75"
2285,95,3216,2017-12-30,True,Approved,Giant Bicycles,Standard,medium,large,"569,56","528,43"
2286,75,3099,2017-03-11,False,Approved,Giant Bicycles,Touring,medium,large,"1873,97","863,95"
2287,29,1100,2017-10-31,True,Approved,Norco Bicycles,Road,medium,medium,"543,39","407,54"
2288,84,3262,2017-03-23,True,Approved,Trek Bicycles,Road,medium,medium,"290,62","215,14"
2289,38,1440,2017-11-16,True,Approved,Trek Bicycles,Standard,medium,large,"2091,47","388,92"
2290,1,1176,2017-06-02,True,Approved,Giant Bicycles,Standard,medium,medium,"1403,5","954,82"
2291,23,5,2017-03-03,True,Approved,Norco Bicycles,Mountain,low,small,"688,63","612,88"
2292,17,1861,2017-12-01,True,Approved,Solex,Standard,high,medium,"1024,66","614,80"
2293,22,159,2017-01-06,False,Approved,WeareA2B,Standard,medium,medium,"60,34","45,26"
2294,70,372,2017-11-29,False,Approved,Trek Bicycles,Standard,high,medium,"495,72","297,43"
2295,83,2581,2017-04-15,True,Approved,Solex,Touring,medium,large,"2083,94","675,03"
2296,32,1101,2017-03-15,False,Approved,Giant Bicycles,Standard,medium,medium,"642,7","211,37"
2297,34,3468,2017-12-04,True,Approved,Norco Bicycles,Road,high,large,"774,53","464,72"
2298,90,1082,2017-10-11,False,Approved,Norco Bicycles,Standard,low,medium,"363,01","290,41"
2299,60,1438,2017-09-11,True,Approved,Giant Bicycles,Standard,high,small,"1977,36","1759,85"
2300,50,2430,2017-08-17,True,Approved,WeareA2B,Standard,medium,small,"175,89","131,92"
2301,47,369,2017-06-14,False,Approved,Trek Bicycles,Road,low,small,"1720,7","1531,42"
2302,8,205,2017-04-20,False,Approved,Solex,Road,medium,small,"1703,52","1516,13"
2303,0,2465,2017-04-22,False,Approved,,,,,"1021,43",
2304,42,2280,2017-04-09,False,Approved,OHM Cycles,Road,medium,small,1810,"1610,90"
2305,45,1470,2017-07-06,True,Approved,Trek Bicycles,Road,low,medium,"980,37","234,43"
2306,16,1191,2017-06-07,True,Approved,Norco Bicycles,Standard,high,small,"1661,92","1479,11"
2307,20,149,2017-03-02,False,Approved,Trek Bicycles,Standard,medium,small,"1775,81","1580,47"
2308,81,973,2017-11-01,False,Approved,Solex,Standard,medium,medium,"1151,96","649,49"
2309,70,2166,2017-02-12,True,Approved,Trek Bicycles,Standard,high,medium,"495,72","297,43"
2310,15,1925,2017-05-10,False,Approved,Norco Bicycles,Standard,low,medium,"958,74","748,90"
2311,3,1502,2017-08-17,True,Approved,Trek Bicycles,Standard,medium,large,"2091,47","388,92"
2312,0,3325,2017-11-15,True,Approved,Norco Bicycles,Road,medium,medium,"543,39","407,54"
2313,79,1991,2017-08-14,False,Approved,Norco Bicycles,Standard,medium,medium,"1555,58","818,01"
2314,0,3250,2017-07-29,False,Approved,OHM Cycles,Standard,low,medium,"71,16","56,93"
2315,36,3402,2017-02-24,True,Approved,Solex,Standard,low,medium,"945,04","507,58"
2316,1,73,2017-01-09,True,Approved,Giant Bicycles,Standard,medium,medium,"1403,5","954,82"
2317,77,1997,2017-07-02,False,Approved,Norco Bicycles,Road,medium,large,"1240,31","795,10"
2318,6,315,2017-09-08,True,Approved,OHM Cycles,Standard,high,medium,"227,88","136,73"
2319,35,756,2017-11-15,True,Approved,Trek Bicycles,Standard,low,medium,"1057,51","154,40"
2320,15,2353,2017-08-11,True,Approved,Norco Bicycles,Standard,low,medium,"958,74","748,90"
2321,18,370,2017-09-10,True,Approved,Solex,Standard,medium,medium,"575,27","431,45"
2322,4,2758,2017-02-27,True,Approved,Giant Bicycles,Standard,high,medium,"1129,13","677,48"
2323,82,3285,2017-03-19,True,Approved,Norco Bicycles,Standard,high,medium,"1148,64","689,18"
2324,39,1130,2017-07-04,False,Approved,Giant Bicycles,Standard,medium,large,"1812,75","582,48"
2325,28,727,2017-01-23,True,Approved,Norco Bicycles,Standard,medium,small,"1216,14","1082,36"
2326,79,1407,2017-05-01,False,Approved,Norco Bicycles,Standard,medium,medium,"1555,58","818,01"
2327,23,858,2017-12-19,False,Approved,Norco Bicycles,Standard,medium,medium,"1198,46","381,10"
2328,52,2753,2017-07-12,True,Approved,OHM Cycles,Road,medium,medium,"1280,28","829,51"
2329,7,1076,2017-10-02,True,Approved,Trek Bicycles,Road,low,medium,"980,37","234,43"
2330,53,374,2017-09-14,False,Approved,OHM Cycles,Standard,medium,medium,"795,34","101,58"
2331,42,2880,2017-07-28,False,Approved,OHM Cycles,Road,medium,small,1810,"1610,90"
2332,37,658,2017-01-11,False,Approved,OHM Cycles,Standard,low,medium,"1793,43","248,82"
2333,3,1138,2017-01-14,False,Approved,Trek Bicycles,Standard,medium,large,"2091,47","388,92"
2334,84,2991,2017-07-06,False,Approved,Trek Bicycles,Road,medium,medium,"290,62","215,14"
2335,30,2327,2017-05-18,True,Approved,Solex,Standard,high,medium,"748,17","448,90"
2336,90,2577,2017-03-24,True,Approved,Norco Bicycles,Standard,low,medium,"363,01","290,41"
2337,88,3020,2017-03-21,True,Approved,Norco Bicycles,Standard,high,small,"1661,92","1479,11"
2338,85,1983,2017-03-10,False,Approved,WeareA2B,Standard,medium,medium,"752,64","205,36"
2339,95,3265,2017-06-27,True,Approved,OHM Cycles,Touring,low,medium,"1073,07","933,84"
2340,7,2251,2017-12-15,False,Approved,Giant Bicycles,Standard,medium,small,"1311,44","1167,18"
2341,41,2767,2017-11-12,True,Approved,Norco Bicycles,Standard,low,medium,"958,74","748,90"
2342,64,1697,2017-12-06,False,Approved,Trek Bicycles,Standard,medium,large,"1469,44","596,55"
2343,89,1379,2017-05-31,False,Approved,WeareA2B,Touring,medium,large,"1362,99","57,74"
2344,0,598,2017-07-30,False,Approved,OHM Cycles,Standard,low,medium,"71,16","56,93"
2345,2,604,2017-10-22,True,Approved,Solex,Standard,medium,medium,"71,49","53,62"
2346,55,1258,2017-01-20,True,Approved,Trek Bicycles,Road,medium,large,"1894,19","598,76"
2347,32,1679,2017-02-24,True,Approved,Giant Bicycles,Standard,medium,medium,"642,7","211,37"
2348,83,2301,2017-07-23,False,Approved,Solex,Touring,medium,large,"2083,94","675,03"
2349,39,2148,2017-05-30,False,Approved,Giant Bicycles,Standard,medium,large,"1812,75","582,48"
2350,66,331,2017-04-30,True,Approved,Giant Bicycles,Road,low,small,"590,26","525,33"
2351,74,1653,2017-10-27,True,Approved,WeareA2B,Standard,medium,medium,"1228,07","400,91"
2352,77,2346,2017-07-21,False,Approved,Norco Bicycles,Road,medium,large,"1240,31","795,10"
2353,43,1860,2017-12-19,True,Approved,Solex,Standard,medium,medium,"1151,96","649,49"
2354,53,25,2017-03-04,True,Approved,OHM Cycles,Standard,medium,medium,"795,34","101,58"
2355,32,1800,2017-05-08,True,Approved,Giant Bicycles,Standard,high,medium,1179,"707,40"
2356,39,320,2017-11-10,False,Approved,Giant Bicycles,Standard,medium,large,"1812,75","582,48"
2357,25,3419,2017-12-25,True,Approved,Giant Bicycles,Road,medium,medium,"1538,99","829,65"
2358,22,2029,2017-01-07,False,Approved,WeareA2B,Standard,medium,medium,"60,34","45,26"
2359,19,3352,2017-09-03,False,Approved,OHM Cycles,Road,high,large,"12,01","7,21"
2360,63,1966,2017-01-08,True,Approved,WeareA2B,Standard,medium,medium,"1992,93","762,63"
2361,89,314,2017-10-24,True,Approved,Giant Bicycles,Standard,medium,large,"1812,75","582,48"
2362,28,1914,2017-09-03,False,Approved,Norco Bicycles,Standard,medium,small,"1216,14","1082,36"
2363,76,1223,2017-02-08,False,Approved,WeareA2B,Standard,low,medium,"642,31","513,85"
2364,50,2138,2017-08-05,False,Approved,Giant Bicycles,Standard,medium,medium,"642,7","211,37"
2365,59,1466,2017-07-12,False,Approved,WeareA2B,Standard,medium,small,"1415,01","1259,36"
2366,27,620,2017-07-23,True,Approved,Trek Bicycles,Standard,medium,medium,"499,53","388,72"
2367,4,2369,2017-11-25,True,Approved,Giant Bicycles,Standard,high,medium,"1129,13","677,48"
2368,36,2105,2017-03-03,True,Approved,Solex,Standard,low,medium,"1289,85","74,51"
2369,62,2232,2017-03-04,True,Approved,Solex,Standard,medium,medium,"478,16","298,72"
2370,45,2526,2017-04-01,False,Approved,Solex,Standard,medium,medium,"441,49","84,99"
2371,36,1971,2017-07-23,False,Approved,Solex,Standard,low,medium,"945,04","507,58"
2372,18,1939,2017-10-15,True,Approved,Solex,Standard,medium,medium,"575,27","431,45"
2373,0,1729,2017-04-26,False,Approved,Norco Bicycles,Standard,medium,medium,"360,4","270,30"
2374,0,3265,2017-05-01,True,Approved,Norco Bicycles,Standard,medium,medium,"360,4","270,30"
2375,67,2863,2017-07-08,False,Approved,Norco Bicycles,Road,medium,medium,"544,05","376,84"
2376,0,758,2017-04-10,True,Approved,Norco Bicycles,Standard,medium,medium,"360,4","270,30"
2377,13,2879,2017-07-25,True,Approved,Solex,Standard,medium,medium,"1163,89","589,27"
2378,90,2940,2017-02-26,False,Approved,Norco Bicycles,Standard,low,medium,"363,01","290,41"
2379,12,745,2017-03-16,True,Approved,WeareA2B,Standard,medium,medium,"1231,15","161,60"
2380,20,172,2017-12-05,True,Approved,Trek Bicycles,Standard,medium,small,"1775,81","1580,47"
2381,39,2792,2017-01-18,True,Approved,Giant Bicycles,Standard,medium,large,"1812,75","582,48"
2382,49,1562,2017-01-07,True,Approved,Trek Bicycles,Road,medium,medium,"533,51","400,13"
2383,56,1237,2017-04-02,False,Approved,Norco Bicycles,Mountain,low,small,"688,63","612,88"
2384,2,2313,2017-05-15,False,Approved,Solex,Standard,medium,medium,"71,49","53,62"
2385,16,3421,2017-05-08,True,Approved,Norco Bicycles,Standard,high,small,"1661,92","1479,11"
2386,56,3070,2017-07-09,True,Approved,OHM Cycles,Standard,medium,medium,"183,86","137,90"
2387,76,1681,2017-08-03,False,Approved,WeareA2B,Road,low,small,"1172,78","1043,77"
2388,0,1742,2017-04-16,True,Approved,Norco Bicycles,Standard,medium,medium,"360,4","270,30"
2389,14,1926,2017-03-14,False,Approved,Solex,Standard,high,large,"1842,92","1105,75"
2390,64,778,2017-04-29,,Approved,Giant Bicycles,Standard,high,small,"1977,36","1759,85"
2391,2,958,2017-11-26,False,Approved,Giant Bicycles,Road,low,small,"590,26","525,33"
2392,59,259,2017-06-07,False,Approved,WeareA2B,Standard,medium,small,"1415,01","1259,36"
2393,54,2269,2017-11-13,False,Approved,WeareA2B,Standard,medium,medium,"1292,84","13,44"
2394,26,2894,2017-02-02,True,Approved,WeareA2B,Standard,medium,medium,"1992,93","762,63"
2395,90,810,2017-08-11,True,Approved,Norco Bicycles,Standard,low,medium,"363,01","290,41"
2396,50,2724,2017-02-25,True,Approved,WeareA2B,Standard,medium,small,"175,89","131,92"
2397,31,2103,2017-11-19,True,Approved,Giant Bicycles,Standard,medium,medium,"230,91","173,18"
2398,53,2956,2017-04-20,False,Approved,OHM Cycles,Standard,medium,medium,"795,34","101,58"
2399,32,200,2017-04-18,False,Approved,Giant Bicycles,Standard,medium,medium,"642,7","211,37"
2400,36,2340,2017-04-20,True,Approved,Solex,Standard,low,medium,"945,04","507,58"
2401,0,86,2017-07-30,True,Approved,Norco Bicycles,Standard,medium,medium,"360,4","270,30"
2402,33,3154,2017-02-10,True,Approved,Giant Bicycles,Standard,medium,small,"1311,44","1167,18"
2403,13,2382,2017-04-21,True,Approved,Solex,Standard,medium,medium,"1163,89","589,27"
2404,15,461,2017-12-03,True,Approved,Norco Bicycles,Standard,low,medium,"958,74","748,90"
2405,9,1102,2017-12-09,False,Approved,OHM Cycles,Road,medium,medium,"742,54","667,40"
2406,21,3409,2017-09-22,True,Approved,Solex,Standard,medium,large,"1071,23","380,74"
2407,83,227,2017-01-15,True,Approved,Solex,Touring,medium,large,"2083,94","675,03"
2408,65,2573,2017-11-15,False,Approved,WeareA2B,Standard,medium,medium,"1807,45","778,69"
2409,66,3080,2017-03-25,False,Approved,Solex,Standard,medium,medium,"1163,89","589,27"
2410,84,1650,2017-04-07,True,Approved,Giant Bicycles,Road,medium,medium,"792,9","594,68"
2411,74,1445,2017-10-29,True,Approved,WeareA2B,Standard,medium,medium,"1228,07","400,91"
2412,66,1502,2017-05-17,True,Approved,Giant Bicycles,Road,low,small,"590,26","525,33"
2413,2,3271,2017-10-01,False,Approved,Giant Bicycles,Road,low,small,"590,26","525,33"
2414,7,2467,2017-12-09,True,Approved,Trek Bicycles,Road,low,medium,"980,37","234,43"
2415,87,2659,2017-07-11,False,Approved,OHM Cycles,Standard,medium,medium,"1636,9","44,71"
2416,18,473,2017-06-08,True,Approved,Solex,Standard,medium,medium,"575,27","431,45"
2417,52,2743,2017-11-14,False,Approved,Solex,Road,medium,large,"1777,8","820,78"
2418,27,614,2017-08-07,False,Approved,Trek Bicycles,Standard,medium,medium,"499,53","388,72"
2419,75,1175,2017-05-26,False,Approved,Giant Bicycles,Touring,medium,large,"1873,97","863,95"
2420,70,1073,2017-04-02,False,Approved,Trek Bicycles,Standard,high,medium,"495,72","297,43"
2421,17,661,2017-09-04,False,Approved,WeareA2B,Touring,medium,large,"1362,99","57,74"
2422,23,3308,2017-07-24,False,Approved,Norco Bicycles,Mountain,low,small,"688,63","612,88"
2423,66,1880,2017-02-09,True,Approved,Solex,Standard,medium,medium,"1163,89","589,27"
2424,86,1599,2017-08-08,False,Approved,OHM Cycles,Standard,medium,medium,"235,63","125,07"
2425,22,1890,2017-05-19,False,Approved,WeareA2B,Standard,medium,medium,"60,34","45,26"
2426,43,3019,2017-08-24,True,Approved,Solex,Standard,medium,medium,"1151,96","649,49"
2427,50,2794,2017-09-27,False,Approved,WeareA2B,Standard,medium,small,"175,89","131,92"
2428,7,420,2017-01-27,False,Approved,Giant Bicycles,Standard,medium,small,"1311,44","1167,18"
2429,39,1205,2017-03-07,False,Approved,Giant Bicycles,Standard,medium,large,"1812,75","582,48"
2430,92,3249,2017-11-27,False,Approved,WeareA2B,Standard,medium,small,"1415,01","1259,36"
2431,0,1916,2017-04-19,False,Approved,Solex,Standard,medium,medium,"71,49","53,62"
2432,82,2312,2017-04-29,True,Approved,Norco Bicycles,Standard,high,medium,"1148,64","689,18"
2433,44,3499,2017-02-25,True,Approved,WeareA2B,Standard,medium,medium,"1769,64","108,76"
2434,63,1348,2017-02-17,True,Approved,WeareA2B,Standard,medium,medium,"1992,93","762,63"
2435,4,1858,2017-04-10,True,Approved,Solex,Standard,medium,medium,"1483,2","99,59"
2436,9,1182,2017-07-22,True,Approved,OHM Cycles,Road,medium,medium,"742,54","667,40"
2437,75,434,2017-03-08,False,Approved,Giant Bicycles,Touring,medium,large,"1873,97","863,95"
2438,81,3284,2017-02-20,False,Approved,Norco Bicycles,Standard,medium,small,"586,45","521,94"
2439,43,1445,2017-10-24,True,Approved,Solex,Standard,medium,medium,"1151,96","649,49"
2440,40,1328,2017-11-03,False,Approved,OHM Cycles,Standard,high,medium,"1458,17","874,90"
2441,43,2538,2017-11-25,True,Approved,Norco Bicycles,Standard,medium,medium,"1555,58","818,01"
2442,75,679,2017-10-29,False,Approved,Giant Bicycles,Touring,medium,large,"1873,97","863,95"
2443,69,1512,2017-06-21,False,Approved,Norco Bicycles,Road,medium,large,"1240,31","795,10"
2444,23,1341,2017-02-21,True,Approved,Norco Bicycles,Mountain,low,small,"688,63","612,88"
2445,29,2463,2017-07-03,True,Approved,Norco Bicycles,Road,medium,medium,"543,39","407,54"
2446,38,2275,2017-08-16,False,Approved,Trek Bicycles,Standard,medium,large,"2091,47","388,92"
2447,65,52,2017-12-03,True,Approved,WeareA2B,Standard,medium,medium,"1807,45","778,69"
2448,89,3247,2017-10-24,True,Approved,WeareA2B,Touring,medium,large,"1362,99","57,74"
2449,99,963,2017-10-14,False,Approved,Trek Bicycles,Road,low,small,"1720,7","1531,42"
2450,72,2093,2017-03-24,True,Approved,OHM Cycles,Standard,medium,medium,"912,52","141,40"
2451,90,2279,2017-04-01,False,Approved,Norco Bicycles,Standard,low,medium,"363,01","290,41"
2452,96,914,2017-01-31,True,Approved,WeareA2B,Road,low,small,"1172,78","1043,77"
2453,56,2341,2017-08-31,True,Approved,OHM Cycles,Standard,medium,medium,"183,86","137,90"
2454,40,1075,2017-10-14,False,Approved,Trek Bicycles,Road,medium,large,"1894,19","598,76"
2455,45,3083,2017-10-16,True,Approved,Solex,Standard,medium,medium,"441,49","84,99"
2456,38,2605,2017-09-06,True,Approved,Trek Bicycles,Standard,medium,large,"2091,47","388,92"
2457,75,2255,2017-04-14,True,Approved,Giant Bicycles,Touring,medium,large,"1873,97","863,95"
2458,12,2067,2017-05-24,True,Approved,WeareA2B,Standard,medium,medium,"1231,15","161,60"
